,Headline,Target
1381,"Says Tennessee’s higher education funding model ""is 100 percent outcomes-based"" and ""we are already seeing this model changing the way our postsecondary institutions do business.""",true
1382,"Says that ""Tennessee law requires that schools receive half of proceeds -- $31 million per year"" -- from a half-cent increase in the Shelby County sales tax.",true
1383,"Says Connie Mack ""wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.""",true
1384,"""There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.""",true
1385,"""The truth is David Cicilline voted for tougher laws against child abusers, domestic abusers and abusers of the elderly.""",true
1386,"Says Multnomah County libraries ""are open 44 hours per week … the lowest of any library in the four-county region.""",true
1387,"Says ""the typical homeowner will pay $4 more per month"" if library district passes.",true
1388,"""One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.""",true
1389,"""Connecticut's take on slot machines is 25 cents on the dollar. And the state's take on table games:  zero.""",true
1390,Says Mitt Romney wants to add $2 trillion to defense budget that the military hasn’t asked for.,true
1391,"""Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.""",true
1392,"""The poverty rate amongst women is the worst it’s been in 17 years and the extreme poverty rate is the worst it’s ever been.""",true
1393,Virginia’s educational level among whites is higher than Georgia’s.,true
1394,"Says Barack Obama ""said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.""",true
1395,"""While I was mayor of the city of Providence we had the lowest crime rate in 30 years.""",true
1396,"""I’ve got a 94 percent"" career voting record in Congress while Bill Nelson has ""a 92 percent voting record.""",true
1397,Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,true
1398,"Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he ""votes about 66 percent with his own party.""",true
1399,"Says Mitt Romney suggested that ""employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.""",true
1400,"Sherrod Brown ""failed to pay his own taxes three separate times.""",true
1401,"When Mitt Romney was governor of Massachusetts, he ""stood in front of a coal plant and pointed at it and said, ‘This plant kills.’""",true
1402,Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,true
1403,"Says ""as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for"" the Portland-Milwaukie Light Rail project bridge.""",true
1404,"""David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence  and child abuse.""",true
1405,"""Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.""",true
1406,"""There's not one Democrat who endorses"" the Romney-Ryan Medicare plan.",true
1407,"The federal tax code has ""loopholes that are giving incentives for companies that are shipping jobs overseas.""",true
1408,"""When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against women’s health care in our state.""",true
1409,"Says Tennessee is providing ""millions of dollars"" to virtual school company for ""results at the bottom of the bottom.""",true
1410,"Says ""Portland has higher standards than feds on allowed police use of force.""",true
1411,Says Romney wants to add $2 trillion to the defense budget that the military hasn’t asked for.,true
1412,Says Obama promised to cut the deficit in half.,true
1413,"Rhode Island’s voter identification law was pushed by ""a black Democrat in the House, a black Democrat in the Senate. That's a fact.""",true
1414,"""In every state, women are paid less than men.""",true
1415,"""We haven’t passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.""",true
1416,"Texas is ""the state that has now gone the longest without electing a Democrat statewide.""",true
1417,A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.,true
1418,"""The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.""",true
1419,"Says that in the U.S. House of Representatives ""we’ve had bipartisan support for the repeal of Obamacare … for getting rid of cap and trade … for building the Keystone Pipeline.""",true
1420,"""Forty-seven percent of Americans pay no income tax.""",true
1421,"Says ""if current trends continue, by 2040, one out of three Texas workers will not have a high school diploma.""",true
1422,"""In Cuyahoga County ... 56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population.""",true
1423,"The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression.",true
1424,"""We just don't want to get to be like Louisiana, where you have drive-up daiquiri shops.""",true
1425,"""The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.""",true
1426,"""$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.""",true
1427,"The Obama administration is allowing state waivers from welfare work requirements ""only if they had a credible plan to increase employment by 20 percent.""",true
1428,"Wayne Powell has a ""stated position of having no objection to taking `In God We Trust"" off of U.S. currency.""",true
1429,"Says the Republican Party platform says ""pull back even more of the rules on campaign finance reform, get rid of McCain-Feingold"" while the Democratic Party platform says ""we want to find a way to put more fair rules on campaign finance reform.""",true
1430,"""After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years.""",true
1431,"Under President Barack Obama’s leadership, ""since June 2009, (the auto) industry has added a quarter of a million jobs.""",true
1432,"Says U.S. Rep. Paul Ryan attacked the president for ""the same amount of Medicare savings that (Ryan) had in his own budget.""",true
1433,"""We have more scientists and engineers per square mile than anywhere in the world.""",true
1434,"""Since 1961 … our private economy has produced 66 million private-sector jobs. So what's the jobs score? Republicans 24 million, Democrats 42 (million).""",true
1435,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,true
1436,"Says Mitt Romney told university students in Ohio that to start a business, they should ""borrow money if you have to from your parents.""",true
1437,Says Milken Institute rated San Antonio as nation’s top-performing local economy.,true
1438,"""The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.""",true
1439,"In 2008, Charlie Crist ‘""applauded the pick of Sarah Palin and said she would do ‘a great job.’""",true
1440,"The GOP platform that seeks further limits on abortion and is silent on an exception for rape ""has been there for more than 30 years.""",true
1441,"Federal law adopted ""under Tommy Thompson's watch"" prohibits the government from negotiating for ""better prices"" on prescription drugs for senior citizens",true
1442,"Says a federal judge ""sanctions Tennessee ‘birther’ lawyer … for bringing a frivolous lawsuit.""",true
1443,"At Bain Capital, ""we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.""",true
1444,"In his first TV interview as president, Obama said we ""should talk to Iran.""",true
1445,Says women care most about jobs and the economy,true
1446,Claims Ohio Gov. John Kasich says climate change is a problem.,true
1447,"""If you look at the number of illegal immigrants coming into the country, it is net zero. It's been that way now for almost two years.""",true
1448,Says Republicans supported legislation on early voting and in-person voting in 2005.,true
1449,"Mitt Romney ""gave away his father's inheritance.""",true
1450,"""Half the kids coming out of college this year … can't find a job, or a job that's consistent with a college degree.""",true
1451,Says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.,true
1452,"""In 2008, candidate Barack Obama attacked John McCain for proposing cuts to Medicare.""",true
1453,"Initial efforts to strip airport contractors of their special diversity status ""has no effect"" on the contracts or the city’s diversity goals.",true
1454,"""Mitt Romney says class sizes don’t matter.""",true
1455,Says 88 Texas constables have died in the line of duty.,true
1456,"Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation ""to limit federal funding for abortion to victims of ‘forcible rape.’""",true
1457,"""Clayton County Public Schools recently achieved a milestone that has eluded other
metropolitan districts across the state"" by meeting federal guidelines for having a highly qualified staff.",true
1458,"Says under Wisconsin law, he cannot remove his name from the ballot for re-election to Congress.",true
1459,"""From a standpoint of the county government, neither school system has received an increase in funding over the past six years.""",true
1460,"""Austin is the largest city in the U.S. or Texas with no geographic representation"" on its city council.",true
1461,Says Paul Ryan's budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,true
1462,"Says ""a Republican hasn't won [an election] for a presidency in New Jersey since 1988.""",true
1463,"Florida has ""more concealed weapons permits than any other state.""",true
1464,"Says Mitt Romney ""wants to end tax credits for wind producers.""",true
1465,Georgia spends fewer tourism advertising dollars than any other state in the South.,true
1466,"The property appraiser's budget ""is $1 million less today than when I took office 16 years ago.""",true
1467,"In June 2012 ""we actually had more people go on Social Security Disability [85,000] ... than the 80,000 jobs that were created.""",true
1468,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,true
1469,"""Ninety percent of the topsoil has inadequate moisture to grow crops.""",true
1470,"""As president, Barack Obama has never visited Israel.""",true
1471,"Says Georgia ranks ""near the bottom in per capita transportation spending.""",true
1472,"Says ""About 7 in 10 of Oregon’s inmates are in prison for violent crimes and serious sex offenses.""",true
1473,"Tim Kaine, as governor, proposed tax increases on people earning ""as little as $17,000.""",true
1474,"""There are close to 900,000 unemployed veterans in America right now.""",true
1475,Says 1 in 7 American families is on food stamps.,true
1476,"""The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.""",true
1477,Says Milken Institute rated San Antonio as nation’s top-performing local economy.,true
1478,"Says under federal law ""we do not have any limitation on the number of guns and bullets we can buy.""",true
1479,"""Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.""",true
1480,"""Donna Shalala left me with 12 million doses"" of smallpox vaccine and ""I created enough"" to vaccinate ""every man, woman and child against smallpox in America.""",true
1481,"""I ended up my time as governor with a general fund budget that was smaller than the one I started with.""",true
1482,"""In 2010, Mr. [Anthony] Gemma described himself as a 'pro-life' candidate. Now, he claims to be pro-choice.""",true
1483,"Says he has seen Border Patrol signs near the Mexico border in English, Spanish and Chinese.",true
1484,"Twenty two years ago, when he was running for governor, Bill Nelson missed 56 percent of his votes in the U.S. House.",true
1485,"The new 21st State Senate district was ""created in secret for Van Wanggaard. It was drawn within half a block of his house.""",true
1486,"""We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.""",true
1487,"The state of Georgia has lost 200,000 total jobs and 50,000 construction jobs since May 2007.",true
1488,Says New Hampshire has the third-highest property tax in the country.,true
1489,"""Rhode Islanders pay among the highest auto repair bills in the nation.""",true
1490,"Says Jim Frishe wanted to ""tax us for doing our taxes"" through an accountant.",true
1491,"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.",true
1492,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",true
1493,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",true
1494,Federal regulations required the changes to Georgia's driver’s license renewal process.,true
1495,"Says Mitt Romney ""had millions in a Swiss bank account.""",true
1496,"Says ""Your kid just ate 16 packs of sugar.""",true
1497,"Says Mitt Romney ""has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.""",true
1498,"Says ""tenure still exists but it's been overhauled"" for teachers in New Jersey.",true
1499,"""If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.""",true
1500,"""Fireworks have never been safer, and their use continues to increase each year.""",true
1501,"""We’re spending $12,000 bucks a kid a year in the school system.""",true
1502,"As Massachusetts governor, Mitt Romney used a line-item veto to cut ""millions of dollars for firefighting equipment,"" including firefighters' ""coats, pants, helmets and boots.""",true
1503,"""Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.""",true
1504,"Says the federal health care law upheld by the Supreme Court ""has improved or saved the lives of more than 4,000 Texans"" otherwise prevented from obtaining health coverage due to pre-existing conditions.",true
1505,"Obama ""said (the individual mandate) wasn't a tax.""",true
1506,"""There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.""",true
1507,"""The state's unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.""",true
1508,"Ronald Reagan ""raised taxes in 1982, 1984, 1985, 1986 and 1987.""",true
1509,"""Under current law, if you go on a dating website and you say you're 32 and you're actually 42, you've committed a misdemeanor.""",true
1510,"""Three of our cities are among the top five worst cities in the U.S. for asthma.""",true
1511,"""Gov. Romney was very clear, he would veto the DREAM Act.""",true
1512,"In 2008, ""33.2 percent of those who voted early on the last Sunday before Election Day were African-American, while 23.6 percent were Hispanic.""",true
1513,"Rhode Island has the ""worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.""",true
1514,"""A million people a year come into the U.S. legally. No other country even comes close to that figure.""",true
1515,"""Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition.""",true
1516,"Says Barack Obama is ""trying to slash funding for the Armed Pilots Program designed to prevent terror attacks.""",true
1517,"Says lawyer appointed by Eric Holder to investigate government leaks helped and donated to Obama's campaign, vetting vice presidential prospects.",true
1518,"Says ""only 18 percent of Portland elementary schools have art instruction compared to 83 percent nationally.""",true
1519,"The United States has experienced ""40 straight months of unemployment at 8 percent or higher.""",true
1520,Says Democratic runoff opponent Grady Yarbrough twice previously ran statewide as a Republican.,true
1521,"""In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.""",true
1522,Says Barack Obama has played nearly 100 rounds of golf as president.,true
1523,"""In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not.""",true
1524,"President Obama budget request for veterans is ""more than double the amount in constant dollars appropriated in 1980, when the veterans population was larger by a third.""",true
1525,"""The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.""",true
1526,"""The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.""",true
1527,"Says Amanda Fritz ""manages less than 5 percent of city operations.""",true
1528,"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",true
1529,"Says ""there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.""",true
1530,"""The Republican from Georgia [U.S. Rep. Jack Kingston], he hasn’t even been to a NASCAR race.""",true
1531,"""The region I represent, both currently and in the future, has more automotive plants than the entire state of California.""",true
1532,"""Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.""",true
1533,"Says the city of Portland has one manager for every six ""front-line"" workers.",true
1534,"Says ""one in four women and one in seven men have been victims of domestic violence in their lifetime.""",true
1535,"""Over the past five years the federal government has paid out $601 million in retirement and disability benefits to deceased former federal employees.""",true
1536,"Says New Jersey’s prison system is ""61 percent African-American even though our state is just 13 percent black.""",true
1537,"Obama promised to cut the deficit by half by the end of his first term but he ""hasn't even come close.""",true
1538,Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,true
1539,"""When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job.""",true
1540,"Says when he was governor, ""we expanded participation in Virginia in early childhood programs by nearly 40 percent.""",true
1541,"New Jersey has ""the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.""",true
1542,Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.,true
1543,"""We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.""",true
1544,"""There has not been a Democratic woman in Congress from New Jersey in almost four decades.""",true
1545,"Says that U.S. Sen. Marco Rubio says troops are leaving Iraq ""too fast.""",true
1546,"Says he ""is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System.""",true
1547,"Says Mitt Romney is proposing a ""tax cut that gives an average of $250,000 to every millionaire in this country.""",true
1548,"Say that under state law, ""systems development charges can only be spent on capital investment.""",true
1549,Says she is co-owner of Celilo Group Media.,true
1550,"Says ""in our gun laws we’re allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.""",true
1551,"""We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.""",true
1552,"""Wisconsin lost more jobs over the past 12 months than any other state.""",true
1553,The fastest-rising expense in the U.S. Defense Department is health care.,true
1554,"Says legislative cuts mean Texas is ""spending on average $500 less per student.""",true
1555,"""The Democrat-controlled Senate, it hasn't passed a budget in more than 1,000 days.""",true
1556,"In the past three years, ""we've added enough new oil and gas pipeline to circle the Earth and then some.""",true
1557,"""If you're earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.""",true
1558,"Says the Congressional Budget Office has estimated ""every penny of the federal budget will go to interest on the debt and entitlement spending by 2025.""",true
1559,"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one week’s interest on the national debt.""",true
1560,"""Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.""",true
1561,"""The federal government owns tens of thousands of properties that are vacant or underused.""",true
1562,"""Congress as a whole is less popular than it’s been since polling was invented.""",true
1563,"""The (ARC Tunnel) project was originally estimated to be $8.7 billion, and New Jersey alone was on the hook for all overruns.""",true
1564,"""We are at a 40-year low in our crime rate in our state.""",true
1565,"""Rhode Island’s exports have increased by 53 percent in the last two years.""",true
1566,Says opponent Ted Cruz has not led businesses.,true
1567,The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,true
1568,"Georgia is one of three states that ""effectively have no regulations whatsoever on lobbyists giving to legislators.""",true
1569,"Says the Pentagon has never passed a financial audit. In fact,  the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",true
1570,"""[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.""",true
1571,"Says the United States ""actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.""",true
1572,"""Our rainy day fund has gone from 89 cents to $240 million.""",true
1573,"""98 percent of American families"" make ""under $250,000 a year.""",true
1574,"""The average age of members of the House of Representatives is 57 years old.""",true
1575,"An effort to repeal voting-reform legislation would be ""the first time in Ohio history where a bill has been passed to stop a referendum.""",true
1576,"""Republicans in Congress refuse to list a single tax loophole they are willing to close.""",true
1577,"""We were the No. 1 job creator in America in February and we are now the No. 4 job creator in the last year.""",true
1578,"""To get out of the (teachers) union, you pay 85 percent of $731. Then you're out of the union, but you've got to pay it every year, also required by statute. That’s called a representation fee.""",true
1579,"""This is the only state in the country that bypassed the General Assembly to authorize [in-state tuition for undocumented immigrants].""",true
1580,Says Barack Obama has played over 90 rounds of golf as president.,true
1581,"""More children die in agricultural jobs than in any other industry.""",true
1582,"Says ""streetcars carry more people than buses … you attract more riders who don't ride transit now, and actually the operating costs are not any greater than the bus.""",true
1583,"Last year, ""Exxon pocketed nearly $4.7 million every hour.""",true
1584,"Says Gloria Steinem once called Kay Bailey Hutchison a ""female impersonator.""",true
1585,Says you need a photo ID to purchase Sudafed in Texas.,true
1586,"President Barack Obama ""reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011.""",true
1587,"The changes to Georgia’s tax and fee structure ""is an overall tax cut.""",true
1588,"""The poorest in this country are women.""",true
1589,"Says a study shows that children who live with a biological parent and the parent's boyfriend or girlfriend ""have a 20 times greater chance of being sexually abused.""",true
1590,"""Every poll you see, the overwhelming majority of people want [E-Verify].""",true
1591,"""More than half of the births in Texas are paid for by Medicaid.""",true
1592,"""New business startups are at the lowest levels in 30 years.""",true
1593,"""When we passed (the stand your ground law), we said it portends horrific events when people's lives were put into these situations.""",true
1594,Says Romney flip-flopped on abortion.,true
1595,"""New Jersey loses net, that is minus those who come into the state, 30,000 students a year.""",true
1596,"""More than 27,000 Rhode Island jobs depend on trade with Canada.""",true
1597,"""In 1950, the average American lived for 68 years and 16 workers supported one retiree. Today, the average life expectancy is 78 and three workers support one retiree.""",true
1598,"""There are a lot of casinos across the country that have gone bankrupt.""",true
1599,"There are ""850,000 Ohio jobs tied to the auto industry.""",true
1600,Says there are four super PACs on the Republican side of the Texas U.S. Senate race.,true
1601,"""Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.""",true
1602,"""In the last two years, super PACs raised more than $180 million -- with roughly half of it coming from fewer than 200 super-rich people and roughly 20 percent from corporations.""",true
1603,"Says he ""cut taxes by more than $600 million"" when he was governor.",true
1604,"""If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey.""",true
1605,"Says Barack Obama ""promised he would cut the deficit in half"" but didn’t.",true
1606,"Says the proposed fiscal year 2013 budget ""is still below the level of state spending when I took office.""",true
1607,"""Between 1982 and 2007 the cost of a college education increased 439 percent.""",true
1608,"""The top 1 percent (of income earners) paid 36.7 percent (of the taxes).  ... The top 50 percent pay 97.7 percent.""",true
1609,"Wisconsin is called the Badger State because ""our ancestors came here with the hopes of living the American dream by mining.""",true
1610,"Pasco County schools have graduation rates ""substantially higher than the state average"" and dropout rates ""below the state average.""",true
1611,"""In 2010 about 75 percent of child abuse and neglect reports in Oregon were made by those required to report by law.""",true
1612,"""Gingrich supported individual health insurance mandates.""",true
1613,All travelers -- even babies -- arriving in the U.S. by air must have a passport.,true
1614,"Rhode Island has the ""the second-most heavily deployed National Guard in the United States.""",true
1615,Sixteen million jobs were created under Ronald Reagan's presidency.,true
1616,Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.,true
1617,"Says Mitt Romney said he does not ""line up with the NRA.""",true
1618,"Says ""Rick Santorum supported (Arlen) Specter over conservative candidates twice.""",true
1619,"Says ""half the Americans don't pay any income taxes.""",true
1620,"""Florida ranks 45th"" in the nation for tuition.",true
1621,"""Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown.""",true
1622,"Says ""in Oregon only 41 percent of adults have ever been tested"" for HIV.",true
1623,"Florida is ""the largest dog-racing state in the country.""",true
1624,"""Over 40 percent of children born in America are born out of wedlock.""",true
1625,"Says ""80 percent of the health care dollars are spent by 20 percent of the population.""",true
1626,"Says Republican U.S. Senate candidate Ted Cruz ""opposes the DREAM Act, which is supported by 85% of Latinos.""",true
1627,"""'Wrong precinct' rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.""",true
1628,"Says Scott Walker enacted ""the biggest cuts to education in our state’s history.""",true
1629,"Florida ""unemployment has dropped more than 2 percentage points, down from 12 percent to 9.9 percent, the second-largest drop in the nation.""",true
1630,"Says a 1915 referendum on women’s right to vote ""went down in New Jersey. And it took the Legislature to pass it.""",true
1631,You may have driven the length of a football field in the five seconds it takes to check a text.,true
1632,"""Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.""",true
1633,"""We aren't the only state cutting back on public television.""",true
1634,"As Dane County executive, Kathleen Falk raised property taxes by ""millions of dollars every year"" and approved the second highest increase in the state in 2010.",true
1635,"""91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college,"" but Marco Rubio opposes it.",true
1636,"A bill delaying the start of classes until Labor Day would permit school districts ""to shave 5 full weeks off the school year.""",true
1637,"""If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.""",true
1638,"""Ohio has one of the highest provisional ballot rates in the country, and many of them go uncounted each election.""",true
1639,The Georgia Secretary of State's Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.,true
1640,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",true
1641,"""The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.""",true
1642,"""We've seen more anti-women's choice bills introduced in the first half of this session than we've seen in the last three General Assemblies.""",true
1643,"""One out of every three automobile fatalities can be attributed to alcohol.""",true
1644,"""Today, for the first time in fifteen years, Master Lock’s unionized plant in Milwaukee is running at full capacity.""",true
1645,"In 1992, Mitt Romney ""gave money to Democrats for Congress.""",true
1646,"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",true
1647,"Says the New York Giants ""train in New Jersey, they play in New Jersey and most of their players live in New Jersey.""",true
1648,"""Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.""",true
1649,Says Ohio has 77 job training programs spread across 13 state agencies.,true
1650,"""Before this day is out, 18 more veterans will have taken their own lives.  That is the daily average, it is intolerable, and it has to stop.""",true
1651,"The United States is no longer ""top nation in the globe on infrastructure,"" having fallen to 15th.",true
1652,"""Right now in Georgia, nearly one in three leaving our prisons are re-convicted within three years.""",true
1653,"Sherrod Brown ""has voted with Barack Obama 95 percent of the time.""",true
1654,Says he eliminated an EPA rule that treated spilled milk like it was oil.,true
1655,"A typical married couple ""will contribute $119,000"" into Medicare but will ""receive $357,000 in Medicare benefits over their lifetimes.""",true
1656,There are 86 languages spoken at Miami Dade College.,true
1657,"""Tennessee’s grocery tax is one of the highest in the nation.""",true
1658,"Says Newt Gingrich’s contract was with ""the lobbyists at Freddie Mac.""",true
1659,"""Under this tax cut, middle-class families don't save enough for a week's worth of groceries, while millionaires save enough to go on an exotic vacation.""",true
1660,"""The top 10 most well-paid CEOs in America received a combined $770 million in 2010, while the average American worker’s wage rose just 2 percent.""",true
1661,"Says she got unions to agree to ""about $10 million in reduction"" of salaries and health benefits while serving as Dane County executive in Wisconsin.",true
1662,"Gov. Bob McDonnell’s budget plan takes ""money out of our classrooms to pave roads.""",true
1663,Federal law prohibits the growing of industrial hemp in the United States.,true
1664,Suzanne Bonamici was the only no vote on a 2009 bill cracking down on drunk drivers.,true
1665,"""My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.""",true
1666,"Says he’s proposed ""the largest employer contribution to the Virginia Retirement System in history.""",true
1667,"""Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay.""",true
1668,Georgia’s unemployment rate has exceeded the national rate for 50 consecutive months.,true
1669,"""By the way, I'm not raising tolls 50 percent....Jon Corzine did.""",true
1670,"Small businesses ""create 70 percent of the jobs in America.""",true
1671,"""And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.""",true
1672,"""After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.""",true
1673,Says Ron Paul doesn’t believe in marriage licenses.,true
1674,"""I was one of about a dozen (senators) who voted against the Bridge to Nowhere.""",true
1675,"Says America spends ""over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.""",true
1676,Christmas trees are grown in all 50 States.,true
1677,Says Newt Gingrich aligned with Nancy Pelosi on global warming.,true
1678,"Says Joe Biden said Jon Corzine is ""the smartest guy that I know, in terms of the economy and on finance, I really mean this.""",true
1679,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",true
1680,"""I've done more impeachments than anybody else in the history of the country.""",true
1681,Says there have been no cases of wolves killing people in Rocky Mountain states.,true
1682,"Nevada has been recently ranked No. 1 in ""unemployment, foreclosures, violent crime, personal bankruptcy and divorce.""",true
1683,Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.,true
1684,"Says with Jon Corzine, ""it's the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.""",true
1685,"""Rhode Island already gets more revenue per capita from gambling than any other state in the country.""",true
1686,"Sherrod Brown ""has been running for public office since Richard Nixon was president.""",true
1687,"Richard Cordray’s nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history ""that a political party has blocked a nomination of someone because they didn't like the construction of the agency.""",true
1688,"Newt Gingrich ""has suggested"" building ""a mirror system in space"" could improve the Earth’s habitability.",true
1689,A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,true
1690,"Says ""our unemployment insurance trust fund is broke. We're over a billion dollars in debt to the federal government.""",true
1691,"The national debt increased $16,000 every second George Allen served in the U.S. Senate.",true
1692,"The United States ""is number one in the world in energy resources; Russia is number two.""",true
1693,"""Last year we spent more than $40 billion on highways. And Lord knows we need that. But that's more than we spent on Amtrak in its entire 40-year history.""",true
1694,Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,true
1695,Says the unemployment rate for college graduates is 4.4 percent and over 10 percent for noncollege-educated.,true
1696,Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,true
1697,"The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he ""stood up and called for him to resign his chairmanship.""",true
